Symbol,ftp_nasdaqtrader,nasdaq_screener_api,nasdaq_traded_list,nasdaq_listed_list,yahoo_nasdaq_tickers
FPI,1,0,1,0,0
FPRO,1,0,1,0,0
FPX,1,0,1,0,0
FPXE,1,0,1,1,0
FPXI,1,0,1,1,0
FQAL,1,0,1,0,0
FR,1,0,1,0,0
FRA,1,0,1,0,0
FRAF,1,1,1,1,0
FRBA,1,1,1,1,0
FRD,1,0,1,0,0
FRDM,1,0,1,0,0
FREL,1,0,1,0,0
FREY,1,0,1,0,0
FRGE,1,0,1,0,0
FRGT,1,1,1,1,0
FRHC,1,1,1,1,0
FRI,1,0,1,0,0
FRME,1,1,1,1,0
FRMEP,1,1,1,1,0
FRNW,1,0,1,0,0
FRO,1,0,1,0,0
FROG,1,1,1,1,0
FRPH,1,1,1,1,0
FRPT,1,1,1,1,0
FRSH,1,1,1,1,0
FRST,1,1,1,1,0
FRSX,1,1,1,1,0
FRT,1,0,1,0,0
FRT$C,1,0,1,0,0
FRTY,1,0,1,0,0
FSBC,1,1,1,1,0
FSBD,1,0,1,0,0
FSBW,1,1,1,1,0
FSCC,1,0,1,0,0
FSCO,1,0,1,0,0
FSCS,1,0,1,1,0
FSEA,1,1,1,1,0
FSEC,1,0,1,0,0
FSEP,1,0,1,0,0
FSFG,1,1,1,1,0
FSGS,1,0,1,1,0
FSHP,1,1,1,1,0
FSHPR,1,1,1,1,0
FSHPU,1,0,1,1,0
FSI,1,0,1,0,0
FSIG,1,0,1,0,0
FSK,1,0,1,0,0
FSLD,1,0,1,0,0
FSLR,1,1,1,1,0
FSLY,1,0,1,0,0
FSM,1,0,1,0,0
FSMB,1,0,1,0,0
FSMD,1,0,1,0,0
FSP,1,0,1,0,0
FSS,1,0,1,0,0
FSST,1,0,1,0,0
FSTA,1,0,1,0,0
FSTR,1,1,1,1,0
FSUN,1,1,1,1,0
FSV,1,1,1,1,0
FSYD,1,0,1,0,0
FSZ,1,0,1,1,0
FT,1,0,1,0,0
FTA,1,0,1,1,0
FTAG,1,0,1,1,0
FTAI,1,1,1,1,0
FTAIM,1,1,1,1,0
FTAIN,1,1,1,1,0
FTAIO,1,1,1,1,0
FTBD,1,0,1,0,0
FTC,1,0,1,1,0
FTCB,1,0,1,0,0
FTCE,1,0,1,0,0
FTCI,1,1,1,1,0
FTCS,1,0,1,1,0
FTDR,1,1,1,1,0
FTDS,1,0,1,1,0
FTEC,1,0,1,0,0
FTEK,1,1,1,1,0
FTEL,1,1,1,1,0
FTF,1,0,1,0,0
FTFT,1,1,1,1,0
FTGC,1,0,1,1,0
FTGS,1,0,1,1,0
FTHF,1,0,1,0,0
FTHI,1,0,1,1,0
FTHM,1,1,1,1,0
FTHY,1,0,1,0,0
FTI,1,0,1,0,0
FTIF,1,0,1,0,0
FTII,1,1,1,1,0
FTIIU,1,1,1,1,0
FTIIW,1,1,1,1,0
FTK,1,0,1,0,0
FTLF,1,1,1,1,0
FTLS,1,0,1,0,0
FTNT,1,1,1,1,0
FTQI,1,0,1,1,0
FTRB,1,0,1,0,0
FTRE,1,1,1,1,0
FTRI,1,0,1,1,0
FTS,1,0,1,0,0
FTSD,1,0,1,0,0
FTSL,1,0,1,1,0
FTSM,1,0,1,1,0
FTV,1,0,1,0,0
FTWO,1,0,1,0,0
FTXG,1,0,1,1,0
FTXH,1,0,1,1,0
FTXL,1,0,1,1,0
FTXN,1,0,1,1,0
FTXO,1,0,1,1,0
FTXR,1,0,1,1,0
FUBO,1,0,1,0,0
FUFU,1,1,1,1,0
FUFUW,1,1,1,1,0
FUL,1,0,1,0,0
FULC,1,1,1,1,0
FULT,1,1,1,1,0
FULTP,1,1,1,1,0
FUMB,1,0,1,0,0
FUN,1,0,1,0,0
FUNC,1,1,1,1,0
FUND,1,1,1,1,0
FUNL,1,0,1,0,0
FURY,1,0,1,0,0
FUSB,1,1,1,1,0
FUSI,1,0,1,0,0
FUTU,1,1,1,1,0
FUTY,1,0,1,0,0
FV,1,0,1,1,0
FVAL,1,0,1,0,0
FVC,1,0,1,1,0
FVCB,1,1,1,1,0
FVD,1,0,1,0,0
FVN,1,0,1,1,0
FVNNR,1,1,1,1,0
FVNNU,1,0,1,1,0
FVR,1,0,1,0,0
FVRR,1,0,1,0,0
FWD,1,0,1,0,0
FWONA,1,1,1,1,0
FWONK,1,1,1,1,0
FWRD,1,1,1,1,0
FWRG,1,1,1,1,0
FXA,1,0,1,0,0
FXB,1,0,1,0,0
FXC,1,0,1,0,0
FXD,1,0,1,0,0
FXE,1,0,1,0,0
FXED,1,0,1,0,0
FXF,1,0,1,0,0
FXG,1,0,1,0,0
FXH,1,0,1,0,0
FXI,1,0,1,0,0
FXL,1,0,1,0,0
FXN,1,0,1,0,0
FXNC,1,1,1,1,0
FXO,1,0,1,0,0
FXP,1,0,1,0,0
FXR,1,0,1,0,0
FXU,1,0,1,0,0
FXY,1,0,1,0,0
FXZ,1,0,1,0,0
FYBR,1,1,1,1,0
FYC,1,0,1,1,0
FYEE,1,0,1,0,0
FYLD,1,0,1,0,0
FYLG,1,0,1,0,0
FYT,1,0,1,1,0
FYX,1,0,1,1,0
G,1,0,1,0,0
GAA,1,0,1,0,0
GAB,1,0,1,0,0
GAB$G,1,0,1,0,0
GAB$H,1,0,1,0,0
GAB$K,1,0,1,0,0
GABC,1,1,1,1,0
GABF,1,0,1,0,0
GAEM,1,0,1,0,0
GAIA,1,1,1,1,0
GAIN,1,1,1,1,0
GAINI,1,1,1,1,0
GAINL,1,1,1,1,0
GAINN,1,1,1,1,0
GAINZ,1,1,1,1,0
GAL,1,0,1,0,0
GALT,1,1,1,1,0
GAM,1,0,1,0,0
GAM$B,1,0,1,0,0
GAMB,1,1,1,1,0
GAME,1,1,1,1,0
GAMR,1,0,1,0,0
GAN,1,1,1,1,0
GANX,1,1,1,1,0
GAP,1,0,1,0,0
GAPR,1,0,1,0,0
GARP,1,0,1,0,0
GASS,1,1,1,1,0
GAST,1,0,1,0,0
GATE,1,0,1,1,0
GATEU,1,1,1,1,0
GATEW,1,1,1,1,0
GATX,1,0,1,0,0
GAU,1,0,1,0,0
GAUG,1,0,1,0,0
GAUZ,1,1,1,1,0
GB,1,0,1,0,0
GB.W,1,0,1,0,0
GBAB,1,0,1,0,0
GBBK,1,1,1,1,0
GBBKR,1,1,1,1,0
GBBKW,1,1,1,1,0
GBCI,1,0,1,0,0
GBDC,1,1,1,1,0
GBF,1,0,1,0,0
GBIL,1,0,1,0,0
GBIO,1,1,1,1,0
GBLD,1,0,1,0,0
GBLI,1,0,1,0,0
GBR,1,0,1,0,0
GBTC,1,0,1,0,0
GBTG,1,0,1,0,0
GBUY,1,0,1,0,0
GBX,1,0,1,0,0
GBXA,1,0,1,0,0
GCAD,1,0,1,0,0
GCAL,1,0,1,0,0
GCBC,1,1,1,1,0
GCC,1,0,1,0,0
GCI,1,0,1,0,0
GCMG,1,1,1,1,0
GCMGW,1,1,1,1,0
GCO,1,0,1,0,0
GCOR,1,0,1,0,0
GCOW,1,0,1,0,0
GCT,1,1,1,1,0
GCTK,1,1,1,1,0
GCTS,1,0,1,0,0
GCV,1,0,1,0,0
GD,1,0,1,0,0
GDC,1,1,1,1,0
GDDY,1,0,1,0,0
GDE,1,0,1,0,0
GDEC,1,0,1,0,0
GDEN,1,1,1,1,0
GDEV,1,1,1,1,0
GDEVW,1,0,1,1,0
GDHG,1,1,1,1,0
GDIV,1,0,1,0,0
GDL,1,0,1,0,0
GDL$C,1,0,1,0,0
GDMA,1,0,1,0,0
GDMN,1,0,1,0,0
GDO,1,0,1,0,0
GDOC,1,0,1,0,0
GDOT,1,0,1,0,0
GDRX,1,1,1,1,0
GDS,1,1,1,1,0
GDST,1,1,1,1,0
GDSTR,1,0,1,1,0
GDSTU,1,0,1,1,0
GDSTW,1,1,1,1,0
GDTC,1,1,1,1,0
GDV,1,0,1,0,0
GDV$H,1,0,1,0,0
GDV$K,1,0,1,0,0
GDX,1,0,1,0,0
GDXD,1,0,1,0,0
GDXJ,1,0,1,0,0
GDXU,1,0,1,0,0
GDXY,1,0,1,0,0
GDYN,1,1,1,1,0
GE,1,0,1,0,0
GECC,1,1,1,1,0
GECCH,1,1,1,1,0
GECCI,1,1,1,1,0
GECCO,1,1,1,1,0
GECCZ,1,1,1,1,0
GEF,1,0,1,0,0
GEF.B,1,0,1,0,0
GEG,1,1,1,1,0
GEGGL,1,1,1,1,0
GEHC,1,1,1,1,0
GEL,1,0,1,0,0
GELS,1,1,1,1,0
GEM,1,0,1,0,0
GEMD,1,0,1,0,0
GEME,1,0,1,1,0
GEN,1,1,1,1,0
GENC,1,0,1,0,0
GEND,1,0,1,0,0
GENI,1,0,1,0,0
GENK,1,1,1,1,0
GENM,1,0,1,0,0
GENT,1,0,1,0,0
GENW,1,0,1,0,0
GEO,1,0,1,0,0
GEOS,1,1,1,1,0
GERN,1,1,1,1,0
GES,1,0,1,0,0
GETY,1,0,1,0,0
GEV,1,0,1,0,0
GEVO,1,1,1,1,0
GF,1,0,1,0,0
GFAI,1,1,1,1,0
GFAIW,1,1,1,1,0
GFEB,1,0,1,0,0
GFF,1,0,1,0,0
GFGF,1,0,1,1,0
GFI,1,0,1,0,0
GFL,1,0,1,0,0
GFLW,1,0,1,1,0
GFR,1,0,1,0,0
GFS,1,1,1,1,0
GGAL,1,1,1,1,0
GGB,1,0,1,0,0
GGG,1,0,1,0,0
GGLL,1,0,1,1,0
GGLS,1,0,1,1,0
GGM,1,0,1,0,0
GGME,1,0,1,0,0
GGN,1,0,1,0,0
GGN$B,1,0,1,0,0
GGR,1,1,1,1,0
GGROW,1,1,1,1,0
GGRW,1,0,1,0,0
GGT,1,0,1,0,0
GGT$E,1,0,1,0,0
GGT$G,1,0,1,0,0
GGUS,1,0,1,0,0
GGZ,1,0,1,0,0
GH,1,1,1,1,0
GHC,1,0,1,0,0
GHG,1,0,1,0,0
GHI,1,0,1,0,0
GHLD,1,0,1,0,0
GHM,1,0,1,0,0
GHMS,1,0,1,0,0
GHRS,1,1,1,1,0
GHTA,1,0,1,0,0
GHY,1,0,1,0,0
GHYB,1,0,1,0,0
GHYG,1,0,1,0,0
GIAX,1,0,1,0,0
GIB,1,0,1,0,0
GIC,1,0,1,0,0
GIFI,1,1,1,1,0
GIFT,1,1,1,1,0
GIG,1,1,1,1,0
GIGB,1,0,1,0,0
GIGGU,1,1,1,1,0
GIGGW,1,1,1,1,0
GIGM,1,1,1,1,0
GII,1,0,1,0,0
GIII,1,1,1,1,0
GIL,1,0,1,0,0
GILD,1,1,1,1,0
GILT,1,1,1,1,0
GINN,1,0,1,0,0
GINX,1,0,1,1,0
GIPR,1,1,1,1,0
GIPRW,1,0,1,1,0
GIS,1,0,1,0,0
GITS,1,1,1,1,0
GJAN,1,0,1,0,0
GJH,1,0,1,0,0
GJO,1,0,1,0,0
GJP,1,0,1,0,0
GJR,1,0,1,0,0
GJS,1,0,1,0,0
GJT,1,0,1,0,0
GJUL,1,0,1,0,0
GJUN,1,0,1,0,0
GK,1,0,1,0,0
GKOS,1,0,1,0,0
GL,1,0,1,0,0
GL$D,1,0,1,0,0
GLAC,1,1,1,1,0
GLACR,1,0,1,1,0
GLACU,1,0,1,1,0
GLAD,1,1,1,1,0
GLADZ,1,1,1,1,0
GLBE,1,1,1,1,0
GLBL,1,0,1,0,0
GLBS,1,1,1,1,0
GLBZ,1,1,1,1,0
GLD,1,0,1,0,0
GLDD,1,1,1,1,0
GLDG,1,0,1,0,0
GLDI,1,0,1,1,0
GLDM,1,0,1,0,0
GLE,1,1,1,1,0
GLIN,1,0,1,0,0
GLL,1,0,1,0,0
GLMD,1,1,1,1,0
GLNG,1,1,1,1,0
GLO,1,0,1,0,0
GLOB,1,0,1,0,0
GLOF,1,0,1,0,0
GLOV,1,0,1,0,0
GLOW,1,0,1,1,0
GLP,1,0,1,0,0
GLP$B,1,0,1,0,0
GLPG,1,1,1,1,0
GLPI,1,1,1,1,0
GLQ,1,0,1,0,0
GLRE,1,1,1,1,0
GLRY,1,0,1,0,0
GLSI,1,1,1,1,0
GLST,1,1,1,1,0
GLSTR,1,1,1,1,0
GLSTU,1,1,1,1,0
GLSTW,1,1,1,1,0
GLTO,1,1,1,1,0
GLTR,1,0,1,0,0
GLU,1,0,1,0,0
GLU$A,1,0,1,0,0
GLU$B,1,0,1,0,0
GLUE,1,1,1,1,0
GLV,1,0,1,0,0
GLW,1,0,1,0,0
GLXG,1,1,1,1,0
GLYC,1,1,1,1,0
GM,1,0,1,0,0
GMAB,1,1,1,1,0
GMAR,1,0,1,0,0
GMAY,1,0,1,0,0
GME,1,0,1,0,0
GMED,1,0,1,0,0
GMET,1,0,1,0,0
GMF,1,0,1,0,0
GMGI,1,1,1,1,0
GMM,1,1,1,1,0
GMMA,1,0,1,0,0
GMNY,1,0,1,0,0
GMOI,1,0,1,0,0
GMOM,1,0,1,0,0
GMOV,1,0,1,0,0
GMRE,1,0,1,0,0
GMS,1,0,1,0,0
GMUB,1,0,1,0,0
GMUN,1,0,1,0,0
GNE,1,0,1,0,0
GNFT,1,1,1,1,0
GNK,1,0,1,0,0
GNL,1,0,1,0,0
GNL$A,1,0,1,0,0
GNL$B,1,0,1,0,0
GNL$D,1,0,1,0,0
GNL$E,1,0,1,0,0
GNLN,1,1,1,1,0
GNLX,1,1,1,1,0
GNMA,1,0,1,1,0
GNOM,1,0,1,1,0
GNOV,1,0,1,0,0
GNPX,1,1,1,1,0
GNR,1,0,1,0,0
GNRC,1,0,1,0,0
GNS,1,0,1,0,0
GNS.V,1,0,1,0,0
GNSS,1,1,1,1,0
GNT,1,0,1,0,0
GNT$A,1,0,1,0,0
GNTA,1,1,1,1,0
GNTX,1,1,1,1,0
GNTY,1,0,1,0,0
GNW,1,0,1,0,0
GO,1,1,1,1,0
GOAU,1,0,1,0,0
GOCO,1,1,1,1,0
GOCT,1,0,1,0,0
GODN,1,1,1,1,0
GODNR,1,1,1,1,0
GODNU,1,1,1,1,0
GOEV,1,1,1,1,0
GOEVW,1,1,1,1,0
GOEX,1,0,1,0,0
GOF,1,0,1,0,0
GOGL,1,1,1,1,0
GOGO,1,1,1,1,0
GOLD,1,0,1,0,0
GOLF,1,0,1,0,0
GOLY,1,0,1,0,0
GOOD,1,1,1,1,0
GOODN,1,1,1,1,0
GOODO,1,1,1,1,0
GOOG,1,1,1,1,0
GOOGL,1,1,1,1,0
GOOP,1,0,1,0,0
GOOS,1,0,1,0,0
GOOX,1,0,1,0,0
GOOY,1,0,1,0,0
GORO,1,0,1,0,0
GORV,1,1,1,1,0
GOSS,1,1,1,1,0
GOTU,1,0,1,0,0
GOVI,1,0,1,1,0
GOVT,1,0,1,0,0
GOVX,1,1,1,1,0
GOVXW,1,1,1,1,0
GOVZ,1,0,1,0,0
GP,1,1,1,1,0
GPAT,1,1,1,1,0
GPATU,1,1,1,1,0
GPATW,1,1,1,1,0
GPC,1,0,1,0,0
GPCR,1,1,1,1,0
GPI,1,0,1,0,0
GPIQ,1,0,1,1,0
GPIX,1,0,1,1,0
GPJA,1,0,1,0,0
GPK,1,0,1,0,0
GPMT,1,0,1,0,0
GPN,1,0,1,0,0
GPOR,1,0,1,0,0
GPRE,1,1,1,1,0
GPRF,1,0,1,1,0
GPRK,1,0,1,0,0
GPRO,1,1,1,1,0
GPTY,1,0,1,0,0
GPUS,1,0,1,0,0
GQI,1,0,1,0,0
GQQQ,1,0,1,1,0
GQRE,1,0,1,0,0
GRAB,1,1,1,1,0
GRABW,1,1,1,1,0
GRAF,1,0,1,0,0
GRAL,1,1,1,1,0
GRBK,1,0,1,0,0
GRC,1,0,1,0,0
GRCE,1,1,1,1,0
GRDN,1,0,1,0,0
GREE,1,1,1,1,0
GREEL,1,1,1,1,0
GREK,1,0,1,0,0
GRF,1,0,1,0,0
GRFS,1,1,1,1,0
GRFX,1,0,1,0,0
GRI,1,1,1,1,0
GRID,1,0,1,1,0
GRMN,1,0,1,0,0
GRN,1,0,1,0,0
GRNB,1,0,1,0,0
GRND,1,0,1,0,0
GRNQ,1,1,1,1,0
GRNT,1,0,1,0,0
GRNY,1,0,1,0,0
GRO,1,0,1,0,0
GROV,1,0,1,0,0
GROW,1,1,1,1,0
GROY,1,0,1,0,0
GROZ,1,0,1,0,0
GRP.U,1,0,1,0,0
GRPM,1,0,1,0,0
GRPN,1,1,1,1,0
GRPZ,1,0,1,0,0
GRRR,1,1,1,1,0
GRRRW,1,1,1,1,0
GRVY,1,1,1,1,0
GRW,1,0,1,0,0
GRWG,1,1,1,1,0
GRX,1,0,1,0,0
GRYP,1,1,1,1,0
GS,1,0,1,0,0
GS$A,1,0,1,0,0
GS$C,1,0,1,0,0
GS$D,1,0,1,0,0
GSAT,1,0,1,0,0
GSBC,1,1,1,1,0
GSBD,1,0,1,0,0
GSC,1,0,1,0,0
GSEE,1,0,1,0,0
GSEP,1,0,1,0,0
GSEU,1,0,1,0,0
GSEW,1,0,1,0,0
GSFP,1,0,1,0,0
GSG,1,0,1,0,0
GSHD,1,1,1,1,0
GSIB,1,0,1,1,0
GSID,1,0,1,0,0
GSIE,1,0,1,0,0
GSIG,1,0,1,0,0
GSIT,1,1,1,1,0
GSIW,1,1,1,1,0
GSJY,1,0,1,0,0
GSK,1,0,1,0,0
GSKH,1,0,1,0,0
GSL,1,0,1,0,0
GSL$B,1,0,1,0,0
GSLC,1,0,1,0,0
GSM,1,1,1,1,0
GSMGW,1,1,1,1,0
GSPY,1,0,1,0,0
GSRT,1,1,1,1,0
GSRTR,1,1,1,1,0
GSRTU,1,1,1,1,0
GSSC,1,0,1,0,0
GSST,1,0,1,0,0
GSUN,1,1,1,1,0
GSUS,1,0,1,0,0
GSY,1,0,1,0,0
GT,1,1,1,1,0
GTBP,1,1,1,1,0
GTE,1,0,1,0,0
GTEC,1,1,1,1,0
GTEK,1,0,1,0,0
GTES,1,0,1,0,0
GTI,1,1,1,1,0
GTIM,1,1,1,1,0
GTIP,1,0,1,0,0
GTLB,1,1,1,1,0
GTLS,1,0,1,0,0
GTN,1,0,1,0,0
GTN.A,1,0,1,0,0
GTO,1,0,1,0,0
GTR,1,0,1,1,0
GTX,1,1,1,1,0
GTY,1,0,1,0,0
GUG,1,0,1,0,0
GUMI,1,0,1,0,0
GUNR,1,0,1,0,0
GUNZ,1,0,1,0,0
GURE,1,1,1,1,0
GURU,1,0,1,0,0
GUSA,1,0,1,0,0
GUSH,1,0,1,0,0
GUT,1,0,1,0,0
GUT$C,1,0,1,0,0
GUTS,1,1,1,1,0
GV,1,1,1,1,0
GVA,1,0,1,0,0
GVAL,1,0,1,0,0
GVH,1,1,1,1,0
GVI,1,0,1,0,0
GVIP,1,0,1,0,0
GVLU,1,0,1,0,0
GVUS,1,0,1,0,0
GWAV,1,1,1,1,0
GWH,1,0,1,0,0
GWH.W,1,0,1,0,0
GWRE,1,0,1,0,0
GWRS,1,1,1,1,0
GWW,1,0,1,0,0
GWX,1,0,1,0,0
GXAI,1,1,1,1,0
GXC,1,0,1,0,0
GXG,1,0,1,0,0
GXO,1,0,1,0,0
GXTG,1,0,1,1,0
GXUS,1,0,1,0,0
GYLD,1,0,1,0,0
GYRE,1,1,1,1,0
GYRO,1,1,1,1,0
H,1,0,1,0,0
HACK,1,0,1,0,0
HAE,1,0,1,0,0
HAFC,1,1,1,1,0
HAFN,1,0,1,0,0
HAIL,1,0,1,0,0
HAIN,1,1,1,1,0
HAL,1,0,1,0,0
HALO,1,1,1,1,0
HAO,1,1,1,1,0
HAP,1,0,1,0,0
HAPI,1,0,1,0,0
HAPR,1,0,1,0,0
HAPS,1,0,1,0,0
HAPY,1,0,1,0,0
HARD,1,0,1,0,0
HART,1,0,1,0,0
HAS,1,1,1,1,0
HASI,1,0,1,0,0
HAUS,1,0,1,0,0
HAUZ,1,0,1,0,0
HAWX,1,0,1,0,0
HAYW,1,0,1,0,0
HBAN,1,1,1,1,0
HBANL,1,1,1,1,0
HBANM,1,1,1,1,0
HBANP,1,1,1,1,0
HBB,1,0,1,0,0
HBCP,1,1,1,1,0
HBI,1,0,1,0,0
HBIO,1,1,1,1,0
HBM,1,0,1,0,0
HBNC,1,1,1,1,0
HBT,1,1,1,1,0
HBTA,1,0,1,0,0
HBTC,1,0,1,0,0
HCA,1,0,1,0,0
HCAT,1,1,1,1,0
HCC,1,0,1,0,0
HCI,1,0,1,0,0
HCKT,1,1,1,1,0
HCM,1,1,1,1,0
HCMT,1,0,1,0,0
HCOM,1,0,1,0,0
HCOW,1,0,1,1,0
HCP,1,1,1,1,0
HCRB,1,0,1,0,0
HCSG,1,1,1,1,0
HCTI,1,1,1,1,0
HCVI,1,1,1,1,0
HCVIU,1,0,1,1,0
HCVIW,1,1,1,1,0
HCWB,1,1,1,1,0
HCWC,1,0,1,0,0
HCXY,1,0,1,0,0
HD,1,0,1,0,0
HDB,1,0,1,0,0
HDEF,1,0,1,0,0
HDG,1,0,1,0,0
HDGE,1,0,1,0,0
HDL,1,1,1,1,0
HDLB,1,0,1,0,0
HDMV,1,0,1,0,0
HDRO,1,0,1,0,0
HDSN,1,1,1,1,0
HDUS,1,0,1,0,0
HDV,1,0,1,0,0
HE,1,0,1,0,0
HEAT,1,0,1,0,0
HECO,1,0,1,1,0
HEDJ,1,0,1,0,0
HEEM,1,0,1,0,0
HEES,1,1,1,1,0
HEFA,1,0,1,0,0
HEGD,1,0,1,0,0
HEI,1,0,1,0,0
HEI.A,1,0,1,0,0
HEJD,1,0,1,1,0
HELE,1,1,1,1,0
HELO,1,0,1,0,0
HELX,1,0,1,0,0
HEPA,1,1,1,1,0
HEPS,1,1,1,1,0
HEQ,1,0,1,0,0
HEQT,1,0,1,0,0
HERD,1,0,1,1,0
HERO,1,0,1,1,0
HES,1,0,1,0,0
HESM,1,0,1,0,0
HEWJ,1,0,1,0,0
HEZU,1,0,1,0,0
HF,1,0,1,0,0
HFBL,1,1,1,1,0
HFFG,1,1,1,1,0
HFGO,1,0,1,0,0
HFND,1,0,1,0,0
HFRO,1,0,1,0,0
HFSP,1,0,1,1,0
HFWA,1,1,1,1,0
HFXI,1,0,1,0,0
HG,1,0,1,0,0
HGBL,1,1,1,1,0
HGER,1,0,1,0,0
HGLB,1,0,1,0,0
HGTY,1,0,1,0,0
HGV,1,0,1,0,0
HHH,1,0,1,0,0
HHS,1,1,1,1,0
HI,1,0,1,0,0
HIBL,1,0,1,0,0
HIBS,1,0,1,0,0
HIDE,1,0,1,1,0
HIDV,1,0,1,0,0
HIFS,1,1,1,1,0
HIG,1,0,1,0,0
HIG$G,1,0,1,0,0
HIGH,1,0,1,0,0
HIHO,1,1,1,1,0
HII,1,0,1,0,0
HIMS,1,0,1,0,0
HIMX,1,1,1,1,0
HIO,1,0,1,0,0
HIPO,1,0,1,0,0
HIPS,1,0,1,0,0
HISF,1,0,1,1,0
HIT,1,1,1,1,0
HITI,1,1,1,1,0
HIVE,1,1,1,1,0
HIW,1,0,1,0,0
HIX,1,0,1,0,0
HIYS,1,0,1,0,0
HJUL,1,0,1,0,0
HKD,1,0,1,0,0
HKIT,1,1,1,1,0
HKND,1,0,1,0,0
HKPD,1,1,1,1,0
HL,1,0,1,0,0
HL$B,1,0,1,0,0
HLAL,1,0,1,1,0
HLF,1,0,1,0,0
HLGE,1,0,1,0,0
HLI,1,0,1,0,0
HLIO,1,0,1,0,0
HLIT,1,1,1,1,0
HLLY,1,0,1,0,0
HLMN,1,1,1,1,0
HLN,1,0,1,0,0
HLNE,1,1,1,1,0
HLP,1,1,1,1,0
HLT,1,0,1,0,0
HLVX,1,1,1,1,0
HLX,1,0,1,0,0
HLXB,1,1,1,1,0
HMC,1,0,1,0,0
HMN,1,0,1,0,0
HMOP,1,0,1,0,0
HMST,1,1,1,1,0
HMY,1,0,1,0,0
HNDL,1,0,1,1,0
HNI,1,0,1,0,0
HNNA,1,1,1,1,0
HNNAZ,1,1,1,1,0
HNRG,1,1,1,1,0
HNST,1,1,1,1,0
HNVR,1,1,1,1,0
HNW,1,0,1,0,0
HOCT,1,0,1,0,0
HODL,1,0,1,0,0
HOFT,1,1,1,1,0
HOFV,1,1,1,1,0
HOFVW,1,1,1,1,0
HOG,1,0,1,0,0
HOLO,1,1,1,1,0
HOLOW,1,1,1,1,0
HOLX,1,1,1,1,0
HOMB,1,0,1,0,0
HOMZ,1,0,1,0,0
HON,1,1,1,1,0
HOND,1,1,1,1,0
HONDU,1,1,1,1,0
HONDW,1,1,1,1,0
HONE,1,1,1,1,0
HOOD,1,1,1,1,0
HOOK,1,1,1,1,0
HOPE,1,1,1,1,0
HOTH,1,1,1,1,0
HOUR,1,1,1,1,0
HOUS,1,0,1,0,0
HOV,1,0,1,0,0
HOVNP,1,1,1,1,0
HOVR,1,1,1,1,0
HOVRW,1,1,1,1,0
HOWL,1,1,1,1,0
HP,1,0,1,0,0
HPAI,1,1,1,1,0
HPAIW,1,1,1,1,0
HPE,1,0,1,0,0
HPE$C,1,0,1,0,0
HPF,1,0,1,0,0
HPH,1,1,1,1,0
HPI,1,0,1,0,0
HPK,1,1,1,1,0
HPKEW,1,1,1,1,0
HPP,1,0,1,0,0
HPP$C,1,0,1,0,0
HPQ,1,0,1,0,0
HPS,1,0,1,0,0
HQGO,1,0,1,1,0
HQH,1,0,1,0,0
HQI,1,1,1,1,0
HQL,1,0,1,0,0
HQY,1,1,1,1,0
HR,1,0,1,0,0
HRB,1,0,1,0,0
HRI,1,0,1,0,0
HRL,1,0,1,0,0
HRMY,1,1,1,1,0
HROW,1,1,1,1,0
HROWL,1,1,1,1,0
HROWM,1,1,1,1,0
HRTG,1,0,1,0,0
HRTS,1,0,1,1,0
HRTX,1,1,1,1,0
HRZN,1,1,1,1,0
HSAI,1,1,1,1,0
HSBC,1,0,1,0,0
HSBH,1,0,1,0,0
HSCS,1,1,1,1,0
HSCSW,1,1,1,1,0
HSCZ,1,0,1,0,0
HSDT,1,1,1,1,0
HSHP,1,0,1,0,0
HSIC,1,1,1,1,0
HSII,1,1,1,1,0
HSMV,1,0,1,0,0
HSON,1,1,1,1,0
HSPO,1,1,1,1,0
HSPOR,1,1,1,1,0
HSPOU,1,1,1,1,0
HSPOW,1,1,1,1,0
HSPTU,1,1,1,1,0
HSRT,1,0,1,0,0
HST,1,1,1,1,0
HSTM,1,1,1,1,0
HSUN,1,0,1,0,0
HSY,1,0,1,0,0
HTAB,1,0,1,0,0
HTBI,1,1,1,1,0
HTBK,1,1,1,1,0
HTCO,1,1,1,1,0
HTCR,1,1,1,1,0
HTD,1,0,1,0,0
HTEC,1,0,1,0,0
HTFB,1,0,1,0,0
HTFC,1,0,1,0,0
HTGC,1,0,1,0,0
HTH,1,0,1,0,0
HTHT,1,1,1,1,0
HTLD,1,1,1,1,0
HTLF,1,1,1,1,0
HTLFP,1,1,1,1,0
HTLM,1,1,1,1,0
HTOO,1,1,1,1,0
HTOOW,1,1,1,1,0
HTRB,1,0,1,0,0
HTUS,1,0,1,0,0
HTZ,1,1,1,1,0
HTZWW,1,1,1,1,0
HUBB,1,0,1,0,0
HUBC,1,1,1,1,0
HUBCW,1,1,1,1,0
HUBCZ,1,1,1,1,0
HUBG,1,1,1,1,0
HUBS,1,0,1,0,0
HUDI,1,1,1,1,0
HUHU,1,1,1,1,0
HUIZ,1,1,1,1,0
HUM,1,0,1,0,0
HUMA,1,1,1,1,0
HUMAW,1,1,1,1,0
HUN,1,0,1,0,0
HURA,1,1,1,1,0
HURC,1,1,1,1,0
HURN,1,1,1,1,0
HUSA,1,0,1,0,0
HUSV,1,0,1,0,0
HUT,1,1,1,1,0
HUYA,1,0,1,0,0
HVIIU,1,1,1,1,0
HVT,1,0,1,0,0
HVT.A,1,0,1,0,0
HWAY,1,0,1,1,0
